n_sequences,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,rf_length_distance
197.00808122723953,0.6455505872037557,0.12935946202214776,0.002436867036011893,0.009295832460192178,1.5430336768162576,1.8834903506016052,379.6732429965953
187.3329240330362,0.9216662127251665,0.32677975946199384,0.02512658792071008,0.03764888422485651,1.5478014437101368,1.8851517734008931,360.33393824364543
113.14837604174217,2.2003473226231187,-0.02262025185362948,0.026187798945470096,0.023401080047712842,3.313335892203653,4.3290948626251105,216.8204229922563
107.7142090520106,0.6909660570328917,0.14319011800456355,0.01800444391484931,0.033599761226419216,6.108847358970377,7.815384519944969,202.62244884022104
137.29744588823706,1.089488532753636,0.34164206725710705,0.010360351138835556,0.029068412235289904,3.8123076260979034,4.6904157775951365,238.44558883596153
195.53797775158895,0.6424045552301374,-0.05009227182058041,0.02486838831149995,0.026292328243510167,1.0846455150949992,1.1848657631365556,377.6444741226808
181.1965006679334,0.7788422395889336,0.6404473267572038,0.0015485927126519707,0.0037187809716337167,146.1585980805703,142.91880676306832,344.8986593014654
170.15918152079095,0.7146569086721173,0.4836935365331207,0.011522130459625708,0.011938577526853364,23.15425683483904,23.62938119504284,327.90049818942384
187.1024168443445,0.7410786238304738,0.21654125855995648,-0.002654880788640398,0.003431654755154996,3.7782870771265094,5.0052951584843655,357.67397677576776
174.13650006885362,0.893137892700022,0.06928983193241915,0.016523615400043577,0.020913734205333566,3.119303962843844,3.734471948180509,334.8771099651402
181.9663792323015,0.5686461538233825,0.383623357036561,0.009142063627562265,0.013885588324122865,3.522668002581953,4.407896918035929,349.70383195752396
170.6848453352476,0.7048866863403043,0.07060428491448739,0.00975864784359259,0.01368253264759899,5.028850595222361,6.083543353390951,323.31649538417724
181.8502958283801,1.240262732081502,0.05734052824831518,0.017093883278173592,0.029867103381355353,2.5795500433935317,3.2262758179299174,348.72748322790585
159.55662503328617,0.9120887404350251,0.2169224111428745,0.007951665143071473,0.005628750058427214,11.130197039651382,12.641905909467232,309.43826754712813
170.13550848491334,1.4064556043727545,0.10199983026320326,0.020885628626504667,0.01838704563582505,4.666752271733488,5.232561431915691,325.91932766371497
186.25082313944398,0.6502095404506552,0.4504401553857706,0.0056606506880143995,0.006881512445482598,2.0101369346205002,2.6728460163384717,356.0761198326091
193.32001318664464,0.47387147586589834,0.39450797245483754,-0.0007871983039990907,0.0024741975282460108,3.907258309434475,4.964986482197272,371.8131537226475
180.09489222228194,0.8738158974505128,0.12970955587126848,0.004464620713124089,0.004966997194965491,5.937739249320929,7.170219728050132,346.3377830261996
186.55223763144434,0.402945032497992,0.5596553983937143,0.0035361931094383295,0.005879243055244624,1.1102797402693212,1.1896787000285274,358.6081740987975
184.1392573829279,0.4709784036703773,0.3632454610815252,0.009893997733327374,0.016033105743071818,1.9442466927468458,2.405765305713394,354.082766827109
41.91263207105774,0.7915681002239812,0.016379452378457827,0.016964367739105098,0.01761499082921094,7.9516854947279345,8.642861857227663,82.81304586425617
71.21983959235295,0.8969789896338936,0.16533387972140967,0.01243634710521773,0.020562895017834038,4.249904742598444,5.225697267240577,132.32985878218827
163.89094013199997,0.33893135460690416,0.15622119187229966,0.014282755028804368,0.016348531660142163,2.635559448043263,3.255000022217491,316.835310701585
171.42143278289623,0.753730868579362,0.2303152625417057,0.0006347943924270686,0.003186802896880606,3.7900706404287203,4.6293121697366235,328.7984808911324
111.60757622182767,0.9152873528932237,0.007302897205390188,0.0037393400932628305,0.0110563308010955,3.6021730235718854,4.590982532259769,199.19133367989969
180.83754478655845,0.6796093036523809,0.1048097334544756,0.010178646225288279,0.0159255064466487,2.9544189176739484,3.5319440917674454,344.0840613443482
172.96345046194764,0.7247610526657107,0.44677604299435303,0.00373257965588214,0.007327748638020488,8.353737680651665,9.375871588690387,332.4530236483475
178.7042432260109,0.788413876780266,0.31227115303189784,0.012658290480405936,0.033684245016338724,4.170261323096132,5.016789195479346,345.8367881517382
150.96418379752205,0.704644275561682,0.3956699795223271,0.006527113079659777,0.015475623745638992,1.8383615259375508,2.260476787598988,294.7853641986431
184.21243704417532,0.2880518830463813,0.19192509906758032,0.002456908341903181,0.0032900021002731867,12.076882676383057,14.555800865738046,356.09827253027765
167.02796398804514,1.3083555866085201,0.13386789744272035,0.04485083698083255,0.03022091751546724,3.488032278470835,4.182768910722137,321.6942629465605
162.21478801186768,0.4057125106785983,0.4378408228868255,0.0031670125119719976,0.009568656947830028,2.837431506948069,3.513241514989445,308.0283068256402
182.55992141647718,0.7155713513358364,0.24132667392289403,0.004764293585865463,0.007382481563960422,5.344042418244159,6.487799690209036,353.5465378223855
185.61946648352114,0.47510888403530643,0.5754768750393516,0.004217490245572402,0.006653940890988341,2.560783696798724,3.338841701487135,356.7391679870437
169.66803107626617,0.5126785752598377,0.056900843250009894,0.003550799177137019,0.013543917996271809,2.7670175671444626,3.4694247821147495,323.2145849934889
161.55092634753106,0.4753660373634642,0.17128138110891594,0.010616830197853441,0.015488904528890946,5.475396784756654,7.332075148773612,310.4174769532207
